Title,Article,Summary,Statement,True statement
Fasing,"FASING Plc. (or Mining Tools and Equipment Factories Capital Group FASING Plc.) is a Polish multinational metal industry corporation. It is one of the largest chain manufacturers in the world, and is the largest producer of industrial chains in Central and Eastern Europe. The firm's products are used, among others, in mining, energy, fishing, and the transport and transshipment sector.
The company was founded in 1913 and has its headquarters in Katowice. It is listed on the Warsaw Stock Exchange.


== Business profile ==
The company specializes in the production of link chains for:
Mining – round and flat mining link chains, shearer chains, suspension and transport chains, hoist chains, chain assemblies, clamps and scrapers;
Fishing sector – trawling chains and others;
Energy industry – chains with increased resistance to abrasion, catches and chain assemblies;
Construction and transport – sling chains, for hoists and hooks.In addition, the company's research laboratories carry out service activities in the field of steel chemical-composition analysis, hardness measurements, micro- and macrostructural tests and control of chosen measuring instruments.


== Portfolio diversification ==
As part of the Group, FASING manufactures complete chain assemblies and steel structures used, among others in mining and heavy industry. The Group's offer is supplemented with steel forgings and small mechanization equipment, primarily drills, couplings and pumps made by MOJ S.A. and Osowiec Foundry.In 2017, Fasing Accounting & Consulting Services Ltd. was created, an institution specializing in tax law and accounting.


== Timeline ==
The key dates of the FASING Capital Group are:
1913 – Establishment of the company under the name Schlesische Gruben und Hüttenbedarfsgesellschaft m.b.H. (Śląska Górniczo-Hutnicza Spółka Akcyjna)
1933 – Creation of the firm Machine Factory and Foundry MOJ
1969 – Merger and establishment of the MOJ-RAPID Mining Equipment and Tools Factory.
2000 – The majority stake of the Fasing Capital Group is taken over by KARBON 2; the company enters the Warsaw Stock Exchange.
2006 – Foreign expansion through establishing a joint venture Shandong Liangda Fasing Round Link Chains Co. Ltd.
2008 – Acquisition of shares in the German company K. B. P. Kettenwerk Becker-Prunte GmbH.
2011 – Establishment of Fasing Ukraine Ltd.
2014 – Expanding to Russia through the company Mining Equipment and Tools Factory Fasing LLC.
2016 – Creation of a distribution company in China, Fasing Sino-Pol (Beijing) Mining Equipment and Tools Co. Ltd.
2017 – Further business diversification through the creation of Fasing Accounting & Consulting Services Ltd.
2019 – Entering the US market through Fasing America Corp.
2021 – Strengthening presence in Germany through the establishment of a trading company FFS Fertigung FASING Schwarz GmbH.


== Locations ==
The group is physically present in 7 countries on 3 continents:
Poland
United States
China
Germany
Russia
Czech Republic
Ukraine


== Structure ==
The firm is the parent company of the capital group, which includes:Production companies

Mining Equipment and Tools Factory Capital Group FASING Plc. with headquarters in Katowice (parent entity in the group)
MOJ S.A. with headquarters in Katowice (an enterprise of the electromechanical industry) together with the Forge Department ""Osowiec"" with headquarters in Osowiec – Opolskie Voivodeship).
K.B.P. Kettenwerk Becker-Prünte GmbH – Germany
Shandong Liangda Fasing Round Link Chains Co., Ltd. (山东良达发兴圆环链有限公司) – ChinaDistribution companies

Fasing Sino-Pol (Beijing) Mining Equipment and Tools Co. Ltd. (华星中波（北京）矿用设备及工具有限公司) – China
Fertigung FASING Schwarz GmbH – Germany
Fasing America Corp. – USA
Fasing Ukraine Ltd. (ООО Фасинг Украина) – Ukraine
Mining Equipment and Tools Factory Fasing LLC (OOO Заклады Горного Оборудования и Инструмента Fasing) – RussiaGroup portfolio diversification companies

Fasing Accounting & Consulting Services Ltd. (Fasing Usługi Księgowe i Consultingowe Sp. z o.o.) – accounting and tax law
Electron Poland Ltd.
Mining Services Company Greenway Ltd. (Przedsiębiorstwo Usług Górniczych Greenway Sp. z o.o.)


== References ==


== External links ==
Official website","FASING Plc. (or Mining Tools and Equipment Factories Capital Group FASING Plc.) is a Polish multinational metal industry corporation. It is one of the largest chain manufacturers in the world, and is the largest producer of industrial chains in Central and Eastern Europe. The firm's products are used, among others, in mining, energy, fishing, and the transport and transshipment sector.
 The company was founded in 1913 and has its headquarters in Katowice.",FASING Plc. is not a Polish multinational metal industry corporation.,0
Seiwa University,"Seiwa University (清和大学, Seiwa daigaku) is a private university in Kisarazu, Chiba, Japan.


== External links ==

Official website (in Japanese)","Seiwa University (清和大学, Seiwa daigaku) is a private university in Kisarazu, Chiba, Japan.


 == External links ==

Official website (in Japanese)",Seiwa University is a public university in Kisarazu.,0
"Trnova, Sanski Most","Trnova is a village in the municipality of Sanski Most, Federation of Bosnia and Herzegovina, Bosnia and Herzegovina.


== Demographics ==
According to the 2013 census, its population was 783.


== References ==","Trnova is a village in the municipality of Sanski Most, Federation of Bosnia and Herzegovina, Bosnia and Herzegovina.


 == Demographics ==
According to the 2013 census, its population was 783.


 == References ==",The population of Trnova in 2013 was 783.,0
Eyes of Youth,"Eyes of Youth is a 1919 American silent drama film directed by Albert Parker and starring Clara Kimball Young.  The film was based on the stage play Eyes of Youth, performed on Broadway in 1917-18 and starred Marjorie Rambeau. This film also features Rudolph Valentino in a role as a thief/con artist.
This film is often credited as the vehicle that led Valentino to be cast in The Four Horseman of the Apocalypse (1921).


== Cast ==
Clara Kimball Young - Gina Ashling
Gareth Hughes - Kenneth Ashling
Pauline Starke - Rita Ashling
Sam Southern - Mr. Ashling
Edmund Lowe - Peter Judson
Ralph Lewis - Robert Goring
Milton Sills - Louis Anthony
Vincent Serrano - The Yogi
William Courtleigh - Paolo Salvo
Norman Selby - Dick Brownell (billed as ""Kid McCoy"")
Rudolph Valentino - Clarence Morgan (billed as ""Rudolfo Valentino"")
Claire Windsor - Guest at party (uncredited)


== Remake ==
The story was remade as The Love of Sunya (1927) starring Gloria Swanson and with Albert Parker once again directing.


== Home media ==
On April 17, 2012, Eyes of Youth was released on Region 1 DVD by Alpha Home Entertainment


== References ==


== External links ==

Eyes of Youth at IMDb
Eyes of Youth at SilentEra
Eyes of Youth page via Clara Kimball Young entry at Unsung Divas website
Eyes of Youth (1919) on YouTube
Eyes of Youth is available for free viewing and download at the Internet Archive","Eyes of Youth is a 1919 American silent drama film directed by Albert Parker and starring Clara Kimball Young.   The film was based on the stage play Eyes of Youth, performed on Broadway in 1917-18 and starred Marjorie Rambeau. This film also features Rudolph Valentino in a role as a thief/con artist.
 This film is often credited as the vehicle that led Valentino to be cast in The Four Horseman of the Apocalypse (1921).


",Eyes of Youth is a 1920 British silent comedy film directed by Albert Parker and starring Clara,0
List of Reel Big Fish members,"Reel Big Fish is an American ska punk band from Los Alamitos, California. Formed in December 1991, the group originally consisted of vocalist Ben Guzman, guitarists Aaron Barrett and Lisa Smith, bassist Matt Wong, keyboardist Zach Gilltrap and drummer Andrew Gonzales. The group's current lineup features Barrett, who took over as lead vocalist in 1993, alongside trumpeter John Christianson (since 2004), bassist Derek Gibbs (since 2007), saxophonist Matt Appleton (since 2011), drummer Ed ""Smokey Beach"" Larsen (since 2014) and trombonist Brian Robertson (since 2019).


== History ==
Reel Big Fish was formed as a hard rock outfit in December 1991. The original lineup featured Ben Guzman, Aaron Barrett, Lisa Smith, Matt Wong, Zach Gilltrap and Andrew Gonzales, who released the band's first self-titled demo tape (known as In the Good Old Days...) in 1992. By the following year, Barrett had taken over on lead vocals and decided to pursue a ska direction for the group, which was now a three-piece comprising himself, Wong and Gonzales. For their second self-titled demo (known as Return of the Mullet), the trio employed the services of trumpeter Eric Vismantas and saxophonist Stephan Reed.
By 1994, the band had added Tavis Werts on trumpet, Dan Regan on trombone and Adam Polakoff on saxophone, who released Buy This! that year. By the time the group recorded its debut full-length album Everything Sucks, Robert Quimby had joined as a second trombonist. Quimby and Polakoff left before Turn the Radio Off, on which second trumpeter Scott Klopfenstein and new trombonist Grant Barry debuted. During the tour in promotion of 1998's Why Do They Rock So Hard?, Gonzales left in February 1999 to ""pursue other interests and spend more time at home"". He was followed the next month by Barry, who was dismissed for ""personal differences"".With new drummer Carlos de la Garza, Reel Big Fish recorded much of Cheer Up! during 2000, before Werts quit in October 2001 and recording was completed by Tyler Jones, who took over his position the next month. In the summer of 2003, de la Garza was replaced by Justin Ferreira, a bandmate of Barrett's in the Forces of Evil. Another member of the Forces of Evil, trumpeter John Christianson, replaced Jones following his departure in September 2004. In 2005 the band released We're Not Happy 'til You're Not Happy, before Ferreira left in early 2005 and was replaced by Ryland Steen. Monkeys for Nothin' and the Chimps for Free followed in July 2007.In June 2007, founding member Matt Wong announced his departure from the band in order to ""settle down and be a family man""; he was replaced by the Forces of Evil bassist Derek Gibbs. The new lineup released Fame, Fortune and Fornication in 2009, followed by A Best of Us... for the Rest of Us and Skacoustic in 2010. In January 2011, long-term trumpeter and multi-instrumentalist Scott Klopfenstein left the group for a similar reason as Wong, stating that he wanted to ""dedicate his life to raising a family"". John Christianson subsequently became the band's sole trumpeter, as Klopfenstein was replaced by Goldfinger touring saxophonist Matt Appleton.After the release of Candy Coated Fury in 2012, another long-term horn player, trombonist Dan Regan, left the band in October 2013 to focus on life with his family. He was replaced by Billy Kottage. In the summer of 2014, Steen left to tour with America and was replaced by Ed ""Smokey Beach"" Larsen. This lineup released one album, Life Sucks... Let's Dance! in 2018, before Kottage was replaced in the summer of 2019 by Brian Robertson of Suburban Legends.


== Members ==


=== Current ===


=== Former ===


== Timeline ==


== Lineups ==


== References ==


== External links ==
Reel Big Fish official website","Reel Big Fish is an American ska punk band from Los Alamitos, California. Formed in December 1991, the group originally consisted of vocalist Ben Guzman, guitarists Aaron Barrett and Lisa Smith, bassist Matt Wong, keyboardist Zach Gilltrap and drummer Andrew Gonzales.",Reel Big Fish formed in December 1991 with singer Ben Guzman instead of vocalist Ben Gu,0
URMV-3 IS-2,"The IS-2 was an intermediate training glider designed by Iosif Şilimon and built in Romania in the 1950s at the URMV-3 (Rom: Uzinele de Reparatii Material Volant-3 - Glider repair and manufacture factory) factory at Brașov.


== Design and development ==
The IS-2 was designed as an intermediate training glider. Construction was largely of wood with fabric and plywood skinning, similar o the Grunau Baby pre-war German glider. Very little is known of the IS-2s development or operational history. Of conventional configuration with high-set cantilever wings and cruciform tail-unit, the IS-2 was also flown with an increased span wing.


== Specifications (IS-2) ==
Data from The World's Sailplanes:Die Segelflugzeuge der Welt:Les Planeurs du Monde Volume IIGeneral characteristics
Crew: 1
Length: 6.54 m (21 ft 5 in)
Wingspan: 12.3 m (40 ft 4 in)
Height: 1.05 m (3 ft 5 in) at cockpit
Wing area: 14.7 m2 (158 sq ft)
Aspect ratio: 10.3
Airfoil: Root:Göttingen 535, Mid Göttingen 535, Tip Göttingen 676
Empty weight: 152 kg (335 lb)
Gross weight: 250 kg (551 lb)Performance

Stall speed: 42 km/h (26 mph, 23 kn)
Never exceed speed: 180 km/h (110 mph, 97 kn) *Rough air speed max: 130 km/h (81 mph; 70 kn)
Aerotow speed: 110 km/h (68 mph; 59 kn)
Winch launch speed: 80 km/h (50 mph; 43 kn)
Terminal velocity: with full air-brakes at max all-up weight 180 km/h (112 mph; 97 kn)
g limits: +4 -2.2 at 185 km/h (99.9 kn)
Maximum glide ratio: 20 at 69 km/h (43 mph; 37 kn)
Rate of sink: 0.77 m/s (152 ft/min) at 32.9 mph; 28.6 kn (53 km/h)
Wing loading: 17 kg/m2 (3.5 lb/sq ft)


== See also ==

Aircraft of comparable role, configuration, and era

Grunau Baby
Slingsby Cadet
Slingsby Kirby Tutor
Related lists
List of gliders


== Notes ==


== References ==","The IS-2 was an intermediate training glider designed by Iosif Şilimon and built in Romania in the 1950s at the URMV-3 (Rom: Uzinele de Reparatii Material Volant-3 - Glider repair and manufacture factory) factory at Brașov.


 == Design and development ==
The IS-2 was designed as an intermediate training glider.",The IS-2 was designed as an advanced training glider.,0
Muni Village,"Muni Village is located in Oluko Subcounty within Uganda's Arua District. It is found south of Arua Municipality and Barifa Forest through which a road connecting it to the main town passes. Visible from the top of Arua Hill, the village can also be reached from Ewuata on the Nebbi Highway. Notable places of interest in Muni include the National Teachers' College (which will be incorporated into Muni University), several other establishments including TPO (Transcultural Psychosocial Organisation) and Muni Girls School.","Muni Village is located in Oluko Subcounty within Uganda's Arua District. It is found south of Arua Municipality and Barifa Forest through which a road connecting it to the main town passes. Visible from the top of Arua Hill, the village can also be reached from Ewuata on the Nebbi Highway.",Muni Village is located in Oluko Subcounty within Uganda's Arua District.,0
Yashwanth,"Yashwanth (spelled onscreen as Yeshwanth) is a 2005 Indian Kannada-language romantic drama directed by Dayal and starring Murali and Rakshitha.


== Cast ==


== Production ==
This film was the third film of both director Dayal, of Baa Baaro Rasika (2004) fame, and Murali. The film's story is based on a real life incident in the director's life when he had to give up his wife's jewelry when he was under financial pressure. The film was produced by K. Manju, whose previous film Sahukara (2004) was a hit. Reena Yadav and Namitha were each considered to play one of the film's heroines before Rakshita was cast. Murali Manohara, who worked under choreographer 
Five Star Ganesh, debuted as a dance director with this film. Vanitha Vasu plays Rakshitha's mother in the film, who later becomes estranged.


== Soundtrack ==
The songs were composed by Mani Sharma. The song ""Nodana Bengaluru"" was shot on a double decker bus in Bangalore. The audio was released at KSCA Club in Bangalore.


== Reception ==
The film was reviewed by Deccan Herald. A critic from Viggy wrote that ""On the whole, Yashwanth is not as gripping as one would've expected it to be. Its an absolute letdown but enthralls the frontbenchers!""


== References ==","Yashwanth (spelled onscreen as Yeshwanth) is a 2005 Indian Kannada-language romantic drama directed by Dayal and starring Murali and Rakshitha.


 == Cast ==


== Production ==
This film was the third film of both director Dayal, of Baa Baaro Rasika (2004) fame, and Murali.",Yashwanth was a 2010 Japanese horror film.,0
Specific phobia,"Specific phobia is an anxiety disorder, characterized by an extreme, unreasonable, and irrational fear associated with a specific object, situation, or concept which poses little or no actual danger. Specific phobia can lead to avoidance of the object or situation, persistence of the fear, and significant distress or problems functioning associated with the fear. A phobia can be the fear of anything.
Although fears are common and normal, a phobia is an extreme type of fear where great lengths are taken to avoid being exposed to the particular danger. Phobias are considered the most common psychiatric disorder, affecting about 10% of the population in the US, according to the Diagnostic and Statistical Manual of Mental Disorders, Fifth Edition (DSM-5), (among children, 5%; among teens, 16%). About 75% of patients have more than one specific phobia.
It can be described as when patients are anxious about a particular situation. It causes a great load of difficulty in life. Patients have a lot of distress or interference when functioning in their daily life. Unreasonable or irrational fears get in the way of daily routines, work, and relationships due to the effort that a patient makes to avoid the terrifying feelings associated with the fear.Females are twice as likely to be diagnosed than males with a specific phobia (although this can depend on the stimulus).Children and adolescents who are diagnosed with a specific phobia are at an increased risk for additional psychopathology later in life.


== Signs and symptoms ==
Fear, discomfort or anxiety may be triggered both by the presence and the anticipation of the specific object or situation. The main behavioral sign of a specific phobia is avoidance. The fear or anxiety associated with specific phobia can also manifest in physical symptoms such as an increased heart rate, shortness of breath, muscle tension, sweating, or a desire to escape the situation.


== Causes ==
The exact cause of specific phobias is not known. The mechanisms for development of specific phobias can be distinguished between innate (genetic and neurobiological) factors, and learned factors. 
In neurobiology, one explanation proposed for specific phobia is that the typical activation of the amygdala in response to stimuli may be exaggerated due to pathological changes. According to this theory, a deficiency in amygdala habituation may also contribute to the persistence of non-experiential phobia. Certain phobias that are less lethal (e.g. dogs) seem to be more frequently observed and easily acquired in comparison to potentially lethal fears which are more relevant to developed human society (e.g. cars and guns). This was theorised to be due to biological adaptation being passed through evolution which makes recent threats less prone to easy acquisition. However, a 2014 study found evidence against this evolutionary theory, which stated: ""Our findings are inconsistent with the hypothesis that fears/phobias of individual stimuli result from genetic and environmental factors unique to that stimulus. Instead, we observed substantial sharing of risk factors across individual fears."" There is also evidence for the validity of a genetic component contributing to blood-injection-injury phobias and animal phobias, although this evidence did not support the idea that other specific phobias had genetic influence. Blood-injection-injury phobias are also believed to be the most heritable among specific phobias.The classical conditioning model of learning has also been used to suggest that a phobia will be learned when an event that causes a fear or anxiety reaction is paired with a neutral event. An example of this model is when being near a dog (neutral event) is paired with the emotional experience of being bitten by a dog, resulting in a chronic fear which is described as a specific phobia to dogs. An alternative proposed mechanism of association is through observational learning. According to this theory, a person may internalize another person's fears about a specific object or situation through observation of their reactions.


== Diagnosis ==
Diagnosis in the ICD or the DSM requires a marked fear, anxiety or avoidance that is long-lasting (greater than six months) and consistently occurs in the presence of the feared object or situation. The DSM-5 that the fears should be out of proportion to the danger posed, compared to the ICD-10 which specifies that the symptoms must be excessive or unreasonable. Minor differences have persisted between the ICD-11 and DSM-5.In the DSM-5, there are several types which specific phobia can be classified under:

Animal type – Including fear of spiders (arachnophobia), insects (entomophobia), dogs (cynophobia), or snakes (ophidiophobia).
Natural environment type – Including fear of water (aquaphobia), heights (acrophobia), lightning and thunderstorms (astraphobia), or aging (gerascophobia).
Situational type – Including the fear of small confined spaces (claustrophobia), or the dark (nyctophobia).
Blood/injection/injury type – Including fear of medical procedures, including needles and injections (trypanophobia), fear of blood (hemophobia) and fear of getting injured (traumatophobia).
Other – Situations which can lead to choking or vomiting, and children's fears of loud sounds or costumed characters.Although the avoidance resulting from specific phobia is comparable to other anxiety disorders, differential diagnosis is done through examining underlying causes for the behavior. Agoraphobia is also considered distinct from specific phobia, along with substance use disorders, and avoidant personality disorder. The occurrence of panic attacks is not itself a symptom of specific phobias and falls under the criteria of panic disorder.


== Treatment ==
There are a variety of treatment options available for specific phobias, most of which focus on psychosocial interventions. Different psychological treatments have varying levels of effects depending on the specific phobia being addressed.


=== Cognitive behavioral therapy (CBT) ===

Cognitive behavioral therapy is a short term, skills-focused therapy that aims to help people diffuse unhelpful emotional responses by helping people consider them differently or change their behavior. CBT represents the gold standard and first line of therapy in specific phobias. CBT is effective in treating specific phobias primarily through exposure and cognitive strategies to overcome a person's anxiety. Computer-assisted treatment programs, self-help manuals, and delivery by a trained practitioner are all methods of accessing CBT. A single session of CBT in one of these modalities can be effective for individuals who have a specific phobia.


=== Exposure therapy ===

Exposure therapy is a particularly effective form of CBT for many specific phobias, however, treatment acceptance and high drop-out rates have been noted as concerns. In addition, a third of people who complete exposure therapy as a treatment for specific phobia may not respond, regardless of the type of exposure therapy. Other interventions have been successful for particular types of specific phobia, such as virtual reality exposure therapy (VRET) for spider, dental, and height phobias, applied muscle tension (AMT) for needle phobia, and psychoeducation with relaxation exercises for fear of childbirth. With exposure therapy, a type of cognitive-behavioural therapy, clinically significant improvement was experienced by up to 90% of patients. While very long-term outcomes remain unknown, many of the benefits of exposure therapy persisted after one year. Treatment may be more successful at reducing symptoms in people with low trait anxiety, high motivation, and high self-efficacy entering exposure therapy. In addition, high cortisol levels, high heart rate variation, evoking disgust, avoiding relaxation, focusing on cognitive changes, context variation, sleep, and memory-enhancing drugs can also reduce symptoms following exposure therapy.Exposure can be ""live""(in real life) or imaginal (in ones imagination) and can involve:

Systematic desensitization—A therapy that exposes the person to increasing levels of vivid stimuli gradually and frequently, while instructed to relax.
Flooding—A therapy that exposes the person with a specific phobia to the most fearful stimulus first (i.e. the most intense part of the phobia). Patients are at great risk for dropping out of treatment as this method repeatedly exposes the patient to the fear.
Modeling—This method includes the clinician approaching the feared stimuli while the patient observes and tries to repeat the approach themselves.Exposures that are imaginal are less effective.Specifically for acrophobia, in-vivo exposure (exposure to real-world height-scenarios while maintaining anxiety at controlled levels) has been shown to significantly improve measures of anxiety in the short-term, but this effect decreased over a longer term. Likewise, virtual reality exposure was statistically significant in some measures of anxiety reduction, but not others.


=== Pharmacotherapeutics ===
As of late 2020, there is limited evidence for the use of pharmacotherapy in the treatment of specific phobia. Pharmacological treatments are typically used in combination with behaviorally-focused psychotherapy, as introducing pharmacological interventions independently may result in relapsing of symptoms. Different treatments are better suited for certain types of specific phobia. For instance, beta blockers are useful in those with performance anxiety.  The selective serotonin re-uptake inhibitors (SSRIs), paroxetine and escitalopram, have shown preliminary efficacy in small randomized controlled clinical trials. However, these trials were too small to show any definitive benefits of anxiolytic medication alone in treating phobia. Benzodiazepines are occasionally used for acute symptom relief, but have not been shown to be effective for long-term treatment. There are some findings suggesting that adjuvant use of the NMDA receptor partial agonist, d-cycloserine, with virtual reality exposure therapy may improve specific phobia symptoms more than virtual reality exposure therapy alone. As of 2020, studies on the use of adjunct d-cycloserine are inconclusive.


== Prognosis ==
The majority of those that develop a specific phobia first experience symptoms in childhood. Often individuals will experience symptoms periodically with periods of remission before complete remission occurs. However, specific phobias that continue into adulthood are likely to experience a more chronic course. Specific phobias in older adults has been linked with a decrease in quality of life. Those with specific phobias are at an increased risk of suicide. Greater impairment is found in those that have multiple phobias. Response to treatment is relatively high but many do not seek treatment due to lack of access, ability to avoid phobia, or unwilling to face feared object for repeated CBT sessions.


== Epidemiology ==
Specific phobia is estimated to affect 6-12% of people at some point in their life. There may be a large amount of underreporting of specific phobias as many people do not seek treatment, with some surveys conducted in the US finding that 70% of the population reports having one or more unreasonable fears.Specific phobias have a lifetime prevalence rate of 7.4% and a one-year prevalence of 5.5% according to data collected from 22 different countries. The usual age of onset is childhood to adolescence. During childhood and adolescence, the incidence of new specific phobias is much higher in females than males. The peak incidence for specific phobias amongst females occurs during reproduction and childrearing, possibly reflecting an evolutionary advantage. There is an additional peak in incidence, reaching nearly 1% per year, during old age in both men and women, possibly reflective of newly occurring physical conditions or adverse life events. The development of phobias varies with subtypes, with animal and blood injection phobias typically beginning in childhood (ages 5–12), whereas development of situational specific phobias (i.e., fear of flying) usually occurs in late adolescence and early adulthood.In the US, the lifetime prevalence rate is 12.5% and a one-year prevalence rate of 9.1%. An estimated 12.5% of U.S. adults experience specific phobia at some time in their lives and the prevalence is approximately double in females compared to males. An estimated 19.3% of adolescents experience specific phobia, but the difference between males and females is not as pronounced.


== See also ==
List of phobias
Phobia


== References ==


== External links ==
Encyclopedia of Mental Disorders – Specific phobias","Specific phobia is an anxiety disorder, characterized by an extreme, unreasonable, and irrational fear associated with a specific object, situation, or concept which poses little or no actual danger. Specific phobia can lead to avoidance of the object or situation, persistence of the fear, and significant distress or problems functioning associated with the fear. A phobia can be the fear of anything.
",Specific phobia is a completely rational fear.,0
Xigou,"Xigou  (Chinese:細狗), also known as Xiquan  (Chinese:細犬), Xiliegou (Chinese:細獵狗) and Chinese Xiquan (Chinese:中國細犬), is a breed of sighthound native to China. Xigou is a rare dog breed.


== Background ==
Xigou is an ancient native dog breed in China. Xigou is currently known to be 2,500 years old. Xigou has always been popular with nobles and citizens of Chinese dynasties.There are traces of Xigou in many Chinese tombs and cultural relics.
While some cynologists speculate just might be the principal ancestor of all sighthounds known today, others indicate some intermixing with modern stock, pointing to greyhounds shipped to China by the East India Company. Once used to chase and capture prey on the open, flat land of the Huangtu Plateau, the breed is now in trouble, its numbers plummeting as a result of the government curbing the rights of its citizens to hunt. The China Kennel Union (CKU) classifies the breed as ‘rare,’ and is trying to resurrect it. To that end, the CKU initiated an effort to collect DNA from the dogs in 2017.


== Appearance ==
Xigou is lanky, 60 to 78 centimetres (24 to 31 in) tall and weighs between 20 and 30 kilograms (44 and 66 lb). Xigou has a long and narrow head, a flat forehead, small spacing between ears, drooping ears, a slender neck, a slender waist, a curved back, and a long tail. It is divided into short-haired and feathered species, etc. Coat colors include yellow, black, brown, white, and fawn red.


== Variety ==
The existing Xigou species mainly include Shaanxi Xigou (Chinese: 陝西細狗), Hebei Xigou (Chinese: 河北細狗), Shandong Xigou (Chinese: 山東細狗) and Mongolian Xigou (Chinese: 蒙古細狗), etc.


=== Shaanxi Xigou ===
The Shaanxi Xigou, also known as Shaanxi Hound or Xian Hound (獫), is an ancient and rare breed that originated in China. These majestic dogs are skilled hunters, dependable guard dogs, and devoted companions. Some experts believe the Shaanxi Xigou is the original sighthound breed. The Shaanxi Xigou is characterized by a long, narrow sheep-like head, but not all descendants will necessarily inherit this head type.


=== Hebei Xigou ===
Hebei Xigou is a rare breed in China. Hebei Xigou is similar in appearance to Greyhound. Hebei Xigou is mainly used for hunting hares.Hebei Xigou is very loyal to the owner, has a strong memory, a keen sense of smell, a high desire to hunt, and has good endurance. It is suitable for hunting in the plains and can also be used as a guard dog.


=== Shandong Xigou ===
The Shandong Xigou is a rare breed with a keen sense of smell and innate hunting instinct.
Shandong Xigou once served as the royal hunting dog of the Tang dynasty and has been a reliable hunting dog for centuries. In fact, in addition to working with hunters, this breed excels at protecting livestock on farms.


=== Mongolian Taiga dog ===
The Mongolian Taiga , also known as Khitan Hound (Chinese: 契丹獵犬). Mongolian Taiga is an ancient hunting breed known for its tenacity, keen sense of smell, and running ability.Mongolian Xigou was loved by some northern aristocrats in Chinese history who used Mongolian Xigou as a hunting dog and watchdog.Experts believe the Mongolian Xigou originated from one of the oldest dog breeds, the Saluki. Once a top hunting dog in Northeastern Mongolia, this breed is relatively rare today.


== Gallery ==

			
			
		
		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		


== External links ==
农广天地—山东细犬养殖技术(20120610)
Xiquan-Norwegian Wikipedia
細犬-中文百科知識
一個古老的中國犬種——細犬
中國細犬-華人百科
Xianinvinttikoira-Finnish Wikipedia


== References ==","Xigou  (Chinese:細狗), also known as Xiquan  (Chinese:細犬), Xiliegou (Chinese:細獵狗) and Chinese Xiquan (Chinese:中國細犬), is a breed of sighthound native to China. Xigou is a rare dog breed.


 == Background ==
Xigou is an ancient native dog breed in China.",Xigou is a common dog breed in China.,0
Shi (rank),"Shi (Chinese: 士; Korean: 사; Hanja: 士) is the rank usually held by Non-commissioned officers in some East Asian militaries. The ranks are used in both the People's Republic of China and the Republic of China or Taiwan, and both North and South Korea. The rank name is based on the on one of the four ancient occupations.


== China ==
The same rank names are used for all services, prefixed by haijun (simplified Chinese: 海军; traditional Chinese: 海軍; lit. 'naval force') or kongjun (simplified Chinese: 空军; traditional Chinese: 空軍; lit. 'air force').


== Taiwan ==


== Japan ==


== North Korea ==


== South Korea ==


== Vietnam ==


== See also ==
Wei (rank)
Jiang (rank)
Xiao (rank)
Ranks of the People's Liberation Army Ground Force
Ranks of the People's Liberation Army Navy
Ranks of the People's Liberation Army Air Force
Republic of China Armed Forces rank insignia


== References ==","Shi (Chinese: 士; Korean: 사; Hanja: 士) is the rank usually held by Non-commissioned officers in some East Asian militaries. The ranks are used in both the People's Republic of China and the Republic of China or Taiwan, and both North and South Korea. The rank name is based on the on one of the four ancient occupations.


",Shi is the rank typically held by commissioned officers.,0
Leptokalpion,"Leptokalpion is a genus of fungi in the Thelebolaceae family. This is a monotypic genus, containing the single species Leptokalpion albicans. It was first discovered in Thailand in 1977.


== References ==","Leptokalpion is a genus of fungi in the Thelebolaceae family. This is a monotypic genus, containing the single species Leptokalpion albicans. It was first discovered in Thailand in 1977.


 == References ==",Leptokalpion was not discovered in Thailand in 1977.,0
Emmanuel Ullmo,"Emmanuel Ullmo (born 25 June 1965) is a French mathematician, specialised in arithmetic geometry. Since 2013 he has served as director of the Institut des Hautes Études scientifiques.


== Biography ==
He wrote his thesis under Lucien Szpiro at the University of Paris-Sud in 1993, where he was appointed professor in 2001. He also held temporary positions at IMPA for 18 months, then two years at Princeton University, and six months at Tsinghua University.He was an editor of the journal Inventiones mathematicae between 2007 and 2014.In 2013, following the retirement of Jean-Pierre Bourguignon, he became the 5th director of the IHÉS.


=== Awards ===
He was an invited speaker at the International Congress of Mathematicians at Beijing in 2002.  Between 2003 and 2008 he was a junior fellow at the Institut de France.  He received the Elie Cartan Prize of the French Academy of Sciences in 2006 for his work on the proof of the Bogomolov conjecture with Shou-Wu Zhang.


== References ==","Emmanuel Ullmo (born 25 June 1965) is a French mathematician, specialised in arithmetic geometry. Since 2013 he has served as director of the Institut des Hautes Études scientifiques.


 == Biography ==
He wrote his thesis under Lucien Szpiro at the University of Paris-Sud in 1993, where he was appointed professor in 2001.",Emmanuel Ullmo was born in 1965 and is not a French mathematician.,0
Gymnopilus parrumbalus,"Gymnopilus parrumbalus is a species of mushroom in the family Hymenogastraceae.


== See also ==
List of Gymnopilus species


== External links ==
Gymnopilus parrumbalus at Index Fungorum","Gymnopilus parrumbalus is a species of mushroom in the family Hymenogastraceae.


 == See also ==
List of Gymnopilus species


== External links ==
Gymnopilus parrumbalus at Index Fungorum",Gymnopilus parrumbalus is a bird in the family Hymenogastr,0
